"תחנה","תאריך ושעה (שעון קיץ)","קרינה גלובלית (וואט/מ""ר)"
"בית דגן קרינה","25/06/2023 09:30","708"
"בית דגן קרינה","25/06/2023 09:40","739"
"בית דגן קרינה","25/06/2023 09:50","768"
"בית דגן קרינה","25/06/2023 10:00","789"
"בית דגן קרינה","25/06/2023 10:10","809"
"בית דגן קרינה","25/06/2023 10:20","835"
"בית דגן קרינה","25/06/2023 10:30","856"
"בית דגן קרינה","25/06/2023 10:40","882"
"בית דגן קרינה","25/06/2023 10:50","902"
"בית דגן קרינה","25/06/2023 11:00","923"
"בית דגן קרינה","25/06/2023 11:10","943"
"בית דגן קרינה","25/06/2023 11:20","960"
"בית דגן קרינה","25/06/2023 11:30","972"
"בית דגן קרינה","25/06/2023 11:40","987"
"בית דגן קרינה","25/06/2023 11:50","1002"
"בית דגן קרינה","25/06/2023 12:00","1005"
"בית דגן קרינה","25/06/2023 12:10","1019"
"בית דגן קרינה","25/06/2023 12:20","1026"
"בית דגן קרינה","25/06/2023 12:30","1029"
"בית דגן קרינה","25/06/2023 12:40","1034"
"בית דגן קרינה","25/06/2023 12:50","1035"
"בית דגן קרינה","25/06/2023 13:00","1035"
"בית דגן קרינה","25/06/2023 13:10","1033"
"בית דגן קרינה","25/06/2023 13:20","1025"
"בית דגן קרינה","25/06/2023 13:30","1017"
"בית דגן קרינה","25/06/2023 13:40","1008"
"בית דגן קרינה","25/06/2023 13:50","999"
"בית דגן קרינה","25/06/2023 14:00","988"
"בית דגן קרינה","25/06/2023 14:10","976"
"בית דגן קרינה","25/06/2023 14:20","962"
"בית דגן קרינה","25/06/2023 14:30","949"
"בית דגן קרינה","25/06/2023 14:40","935"
"בית דגן קרינה","25/06/2023 14:50","914"
"בית דגן קרינה","25/06/2023 15:00","889"
"בית דגן קרינה","25/06/2023 15:10","866"
"בית דגן קרינה","25/06/2023 15:20","845"
"בית דגן קרינה","25/06/2023 15:30","822"
"בית דגן קרינה","25/06/2023 15:40","797"
"בית דגן קרינה","25/06/2023 15:50","771"
"בית דגן קרינה","25/06/2023 16:00","742"
"בית דגן קרינה","25/06/2023 16:10","712"
"בית דגן קרינה","25/06/2023 16:20","683"
"בית דגן קרינה","25/06/2023 16:30","650"
"בית דגן קרינה","25/06/2023 16:40","615"
"בית דגן קרינה","25/06/2023 16:50","582"
"בית דגן קרינה","25/06/2023 17:00","548"
"בית דגן קרינה","25/06/2023 17:10","515"
"בית דגן קרינה","25/06/2023 17:20","481"
"בית דגן קרינה","25/06/2023 17:30","443"
"בית דגן קרינה","25/06/2023 17:40","406"
"בית דגן קרינה","25/06/2023 17:50","373"
"בית דגן קרינה","25/06/2023 18:00","335"
"בית דגן קרינה","25/06/2023 18:10","299"
"בית דגן קרינה","25/06/2023 18:20","262"
"בית דגן קרינה","25/06/2023 18:30","226"
"בית דגן קרינה","25/06/2023 18:40","190"
"בית דגן קרינה","25/06/2023 18:50","156"
"בית דגן קרינה","25/06/2023 19:00","121"
"בית דגן קרינה","25/06/2023 19:10","90"
"בית דגן קרינה","25/06/2023 19:20","47"
"בית דגן קרינה","25/06/2023 19:30","19"
"בית דגן קרינה","25/06/2023 19:40","10"
"בית דגן קרינה","25/06/2023 19:50","0"
"בית דגן קרינה","25/06/2023 20:00","0"
"בית דגן קרינה","25/06/2023 20:10","0"
"בית דגן קרינה","25/06/2023 20:20","0"
"בית דגן קרינה","25/06/2023 20:30","0"
"בית דגן קרינה","25/06/2023 20:40","0"
"בית דגן קרינה","25/06/2023 20:50","0"
"בית דגן קרינה","25/06/2023 21:00","0"
"בית דגן קרינה","25/06/2023 21:10","0"
"בית דגן קרינה","25/06/2023 21:20","0"
"בית דגן קרינה","25/06/2023 21:30","0"
"בית דגן קרינה","25/06/2023 21:40","0"
"בית דגן קרינה","25/06/2023 21:50","0"
"בית דגן קרינה","25/06/2023 22:00","0"
"בית דגן קרינה","25/06/2023 22:10","0"
"בית דגן קרינה","25/06/2023 22:20","0"
"בית דגן קרינה","25/06/2023 22:30","0"
"בית דגן קרינה","25/06/2023 22:40","0"
"בית דגן קרינה","25/06/2023 22:50","0"
"בית דגן קרינה","25/06/2023 23:00","0"
"בית דגן קרינה","25/06/2023 23:10","0"
"בית דגן קרינה","25/06/2023 23:20","0"
"בית דגן קרינה","25/06/2023 23:30","0"
"בית דגן קרינה","25/06/2023 23:40","0"
"בית דגן קרינה","25/06/2023 23:50","0"
"בית דגן קרינה","26/06/2023 00:00","0"
"בית דגן קרינה","26/06/2023 00:10","0"
"בית דגן קרינה","26/06/2023 00:20","0"
"בית דגן קרינה","26/06/2023 00:30","0"
"בית דגן קרינה","26/06/2023 00:40","0"
"בית דגן קרינה","26/06/2023 00:50","0"
"בית דגן קרינה","26/06/2023 01:00","0"
"בית דגן קרינה","26/06/2023 01:10","0"
"בית דגן קרינה","26/06/2023 01:20","0"
"בית דגן קרינה","26/06/2023 01:30","0"
"בית דגן קרינה","26/06/2023 01:40","0"
"בית דגן קרינה","26/06/2023 01:50","0"
"בית דגן קרינה","26/06/2023 02:00","0"
"בית דגן קרינה","26/06/2023 02:10","0"
"בית דגן קרינה","26/06/2023 02:20","0"
"בית דגן קרינה","26/06/2023 02:30","0"
"בית דגן קרינה","26/06/2023 02:40","0"
"בית דגן קרינה","26/06/2023 02:50","0"
"בית דגן קרינה","26/06/2023 03:00","0"
"בית דגן קרינה","26/06/2023 03:10","0"
"בית דגן קרינה","26/06/2023 03:20","0"
"בית דגן קרינה","26/06/2023 03:30","0"
"בית דגן קרינה","26/06/2023 03:40","0"
"בית דגן קרינה","26/06/2023 03:50","0"
"בית דגן קרינה","26/06/2023 04:00","0"
"בית דגן קרינה","26/06/2023 04:10","0"
"בית דגן קרינה","26/06/2023 04:20","0"
"בית דגן קרינה","26/06/2023 04:30","0"
"בית דגן קרינה","26/06/2023 04:40","0"
"בית דגן קרינה","26/06/2023 04:50","0"
"בית דגן קרינה","26/06/2023 05:00","0"
"בית דגן קרינה","26/06/2023 05:10","0"
"בית דגן קרינה","26/06/2023 05:20","0"
"בית דגן קרינה","26/06/2023 05:30","0"
"בית דגן קרינה","26/06/2023 05:40","0"
"בית דגן קרינה","26/06/2023 05:50","12"
"בית דגן קרינה","26/06/2023 06:00","19"
"בית דגן קרינה","26/06/2023 06:10","31"
"בית דגן קרינה","26/06/2023 06:20","44"
"בית דגן קרינה","26/06/2023 06:30","81"
"בית דגן קרינה","26/06/2023 06:40","115"
"בית דגן קרינה","26/06/2023 06:50","88"
"בית דגן קרינה","26/06/2023 07:00","127"
"בית דגן קרינה","26/06/2023 07:10","175"
"בית דגן קרינה","26/06/2023 07:20","276"
"בית דגן קרינה","26/06/2023 07:50","375"
"בית דגן קרינה","26/06/2023 08:00","411"
"בית דגן קרינה","26/06/2023 08:10","444"
"בית דגן קרינה","26/06/2023 08:20","479"
"בית דגן קרינה","26/06/2023 08:30","523"
"בית דגן קרינה","26/06/2023 08:40","519"
"בית דגן קרינה","26/06/2023 08:50","577"
"בית דגן קרינה","26/06/2023 09:00","593"
"בית דגן קרינה","26/06/2023 09:10","646"
"בית דגן קרינה","26/06/2023 09:20","680"
"בית דגן קרינה","26/06/2023 09:30","671"
"בית דגן קרינה","26/06/2023 09:40","749"
"בית דגן קרינה","26/06/2023 09:50","647"
"בית דגן קרינה","26/06/2023 10:00","794"
"בית דגן קרינה","26/06/2023 10:10","819"
"בית דגן קרינה","26/06/2023 10:20","841"
"בית דגן קרינה","26/06/2023 10:30","871"
"בית דגן קרינה","26/06/2023 10:40","875"
"בית דגן קרינה","26/06/2023 10:50","906"
"בית דגן קרינה","26/06/2023 11:00","930"
"בית דגן קרינה","26/06/2023 11:10","940"
"בית דגן קרינה","26/06/2023 11:20","959"
"בית דגן קרינה","26/06/2023 11:30","971"
"בית דגן קרינה","26/06/2023 11:40","984"
"בית דגן קרינה","26/06/2023 11:50","989"
"בית דגן קרינה","26/06/2023 12:00","997"
"בית דגן קרינה","26/06/2023 12:10","1000"
"בית דגן קרינה","26/06/2023 12:20","1004"
"בית דגן קרינה","26/06/2023 12:30","1006"
"בית דגן קרינה","26/06/2023 12:40","1009"
"בית דגן קרינה","26/06/2023 12:50","1015"
"בית דגן קרינה","26/06/2023 13:00","1020"
"בית דגן קרינה","26/06/2023 13:10","1021"
"בית דגן קרינה","26/06/2023 13:20","1022"
"בית דגן קרינה","26/06/2023 13:30","1019"
"בית דגן קרינה","26/06/2023 13:40","1013"
"בית דגן קרינה","26/06/2023 13:50","1008"
"בית דגן קרינה","26/06/2023 14:00","993"
"בית דגן קרינה","26/06/2023 14:10","982"
"בית דגן קרינה","26/06/2023 14:20","972"
"בית דגן קרינה","26/06/2023 14:30","954"
"בית דגן קרינה","26/06/2023 14:40","933"
"בית דגן קרינה","26/06/2023 14:50","916"
"בית דגן קרינה","26/06/2023 15:00","895"
"בית דגן קרינה","26/06/2023 15:10","875"
"בית דגן קרינה","26/06/2023 15:20","851"
"בית דגן קרינה","26/06/2023 15:30","828"
"בית דגן קרינה","26/06/2023 15:40","801"
"בית דגן קרינה","26/06/2023 15:50","778"
"בית דגן קרינה","26/06/2023 16:00","748"
"בית דגן קרינה","26/06/2023 16:10","715"
"בית דגן קרינה","26/06/2023 16:20","687"
"בית דגן קרינה","26/06/2023 16:30","656"
"בית דגן קרינה","26/06/2023 16:40","625"
"בית דגן קרינה","26/06/2023 16:50","597"
"בית דגן קרינה","26/06/2023 17:00","556"
"בית דגן קרינה","26/06/2023 17:10","523"
"בית דגן קרינה","26/06/2023 17:20","489"
"בית דגן קרינה","26/06/2023 17:30","453"
"בית דגן קרינה","26/06/2023 17:40","414"
"בית דגן קרינה","26/06/2023 17:50","375"
"בית דגן קרינה","26/06/2023 18:00","339"
"בית דגן קרינה","26/06/2023 18:10","300"
"בית דגן קרינה","26/06/2023 18:20","263"
"בית דגן קרינה","26/06/2023 18:30","227"
"בית דגן קרינה","26/06/2023 18:40","189"
"בית דגן קרינה","26/06/2023 18:50","154"
"בית דגן קרינה","26/06/2023 19:00","95"
"בית דגן קרינה","26/06/2023 19:10","69"
"בית דגן קרינה","26/06/2023 19:20","47"
"בית דגן קרינה","26/06/2023 19:30","19"
"בית דגן קרינה","26/06/2023 19:40","11"
"בית דגן קרינה","26/06/2023 19:50","0"
"בית דגן קרינה","26/06/2023 20:00","0"
"בית דגן קרינה","26/06/2023 20:10","0"
"בית דגן קרינה","26/06/2023 20:20","0"
"בית דגן קרינה","26/06/2023 20:30","0"
"בית דגן קרינה","26/06/2023 20:40","0"
"בית דגן קרינה","26/06/2023 20:50","0"
"בית דגן קרינה","26/06/2023 21:00","0"
"בית דגן קרינה","26/06/2023 21:10","0"
"בית דגן קרינה","26/06/2023 21:20","0"
"בית דגן קרינה","26/06/2023 21:30","0"
"בית דגן קרינה","26/06/2023 21:40","0"
"בית דגן קרינה","26/06/2023 21:50","0"
"בית דגן קרינה","26/06/2023 22:00","0"
"בית דגן קרינה","26/06/2023 22:10","0"
"בית דגן קרינה","26/06/2023 22:20","0"
"בית דגן קרינה","26/06/2023 22:30","0"
"בית דגן קרינה","26/06/2023 22:40","0"
"בית דגן קרינה","26/06/2023 22:50","0"
"בית דגן קרינה","26/06/2023 23:00","0"
"בית דגן קרינה","26/06/2023 23:10","0"
"בית דגן קרינה","26/06/2023 23:20","0"
"בית דגן קרינה","26/06/2023 23:30","0"
"בית דגן קרינה","26/06/2023 23:40","0"
"בית דגן קרינה","26/06/2023 23:50","0"
"בית דגן קרינה","27/06/2023 00:00","0"
"בית דגן קרינה","27/06/2023 00:10","0"
"בית דגן קרינה","27/06/2023 00:20","0"
"בית דגן קרינה","27/06/2023 00:30","0"
"בית דגן קרינה","27/06/2023 00:40","0"
"בית דגן קרינה","27/06/2023 00:50","0"
"בית דגן קרינה","27/06/2023 01:00","0"
"בית דגן קרינה","27/06/2023 01:10","0"
"בית דגן קרינה","27/06/2023 01:20","0"
"בית דגן קרינה","27/06/2023 01:30","0"
"בית דגן קרינה","27/06/2023 01:40","0"
"בית דגן קרינה","27/06/2023 01:50","0"
"בית דגן קרינה","27/06/2023 02:00","0"
"בית דגן קרינה","27/06/2023 02:10","0"
"בית דגן קרינה","27/06/2023 02:20","0"
"בית דגן קרינה","27/06/2023 02:30","0"
"בית דגן קרינה","27/06/2023 02:40","0"
"בית דגן קרינה","27/06/2023 02:50","0"
"בית דגן קרינה","27/06/2023 03:00","0"
"בית דגן קרינה","27/06/2023 03:10","0"
"בית דגן קרינה","27/06/2023 03:20","0"
"בית דגן קרינה","27/06/2023 03:30","0"
"בית דגן קרינה","27/06/2023 03:40","0"
"בית דגן קרינה","27/06/2023 03:50","0"
"בית דגן קרינה","27/06/2023 04:00","0"
"בית דגן קרינה","27/06/2023 04:10","0"
"בית דגן קרינה","27/06/2023 04:20","0"
"בית דגן קרינה","27/06/2023 04:30","0"
"בית דגן קרינה","27/06/2023 04:40","0"
"בית דגן קרינה","27/06/2023 04:50","0"
"בית דגן קרינה","27/06/2023 05:00","0"
"בית דגן קרינה","27/06/2023 05:10","0"
"בית דגן קרינה","27/06/2023 05:20","0"
"בית דגן קרינה","27/06/2023 05:30","0"
"בית דגן קרינה","27/06/2023 05:40","0"
"בית דגן קרינה","27/06/2023 05:50","8"
"בית דגן קרינה","27/06/2023 06:00","16"
"בית דגן קרינה","27/06/2023 06:10","26"
"בית דגן קרינה","27/06/2023 06:20","45"
"בית דגן קרינה","27/06/2023 06:30","85"
"בית דגן קרינה","27/06/2023 06:40","117"
"בית דגן קרינה","27/06/2023 06:50","168"
"בית דגן קרינה","27/06/2023 07:00","147"
"בית דגן קרינה","27/06/2023 07:10","174"
"בית דגן קרינה","27/06/2023 07:20","174"
"בית דגן קרינה","27/06/2023 07:30","248"
"בית דגן קרינה","27/06/2023 07:40","254"
"בית דגן קרינה","27/06/2023 07:50","337"
"בית דגן קרינה","27/06/2023 08:00","355"
"בית דגן קרינה","27/06/2023 08:10","224"
"בית דגן קרינה","27/06/2023 08:20","389"
"בית דגן קרינה","27/06/2023 08:30","452"
"בית דגן קרינה","27/06/2023 08:40","409"
"בית דגן קרינה","27/06/2023 08:50","595"
"בית דגן קרינה","27/06/2023 09:00","605"
"בית דגן קרינה","27/06/2023 09:10","495"
"בית דגן קרינה","27/06/2023 09:20","717"
"בית דגן קרינה","27/06/2023 09:30","491"
"בית דגן קרינה","27/06/2023 09:40","782"
"בית דגן קרינה","27/06/2023 09:50","800"
"בית דגן קרינה","27/06/2023 10:00","740"
"בית דגן קרינה","27/06/2023 10:10","688"
"בית דגן קרינה","27/06/2023 10:20","672"
"בית דגן קרינה","27/06/2023 10:30","711"
"בית דגן קרינה","27/06/2023 10:40","776"
"בית דגן קרינה","27/06/2023 10:50","925"
"בית דגן קרינה","27/06/2023 11:00","909"
"בית דגן קרינה","27/06/2023 11:10","926"
"בית דגן קרינה","27/06/2023 11:20","934"
"בית דגן קרינה","27/06/2023 11:30","953"
"בית דגן קרינה","27/06/2023 11:40","972"
"בית דגן קרינה","27/06/2023 11:50","978"
"בית דגן קרינה","27/06/2023 12:00","992"
"בית דגן קרינה","27/06/2023 12:10","1004"
"בית דגן קרינה","27/06/2023 12:20","1013"
"בית דגן קרינה","27/06/2023 12:30","1015"
"בית דגן קרינה","27/06/2023 12:40","1018"
"בית דגן קרינה","27/06/2023 12:50","1015"
"בית דגן קרינה","27/06/2023 13:00","1016"
"בית דגן קרינה","27/06/2023 13:10","1015"
"בית דגן קרינה","27/06/2023 13:20","1012"
"בית דגן קרינה","27/06/2023 13:30","1007"
"בית דגן קרינה","27/06/2023 13:40","997"
"בית דגן קרינה","27/06/2023 13:50","987"
"בית דגן קרינה","27/06/2023 14:00","975"
"בית דגן קרינה","27/06/2023 14:10","966"
"בית דגן קרינה","27/06/2023 14:20","951"
"בית דגן קרינה","27/06/2023 14:30","935"
"בית דגן קרינה","27/06/2023 14:40","912"
"בית דגן קרינה","27/06/2023 14:50","893"
"בית דגן קרינה","27/06/2023 15:00","872"
"בית דגן קרינה","27/06/2023 15:10","851"
"בית דגן קרינה","27/06/2023 15:20","826"
"בית דגן קרינה","27/06/2023 15:30","800"
"בית דגן קרינה","27/06/2023 15:40","777"
"בית דגן קרינה","27/06/2023 15:50","751"
"בית דגן קרינה","27/06/2023 16:00","724"
"בית דגן קרינה","27/06/2023 16:10","692"
"בית דגן קרינה","27/06/2023 16:20","658"
"בית דגן קרינה","27/06/2023 16:30","625"
"בית דגן קרינה","27/06/2023 16:40","592"
"בית דגן קרינה","27/06/2023 16:50","561"
"בית דגן קרינה","27/06/2023 17:00","526"
"בית דגן קרינה","27/06/2023 17:10","492"
"בית דגן קרינה","27/06/2023 17:20","457"
"בית דגן קרינה","27/06/2023 17:30","422"
"בית דגן קרינה","27/06/2023 17:40","384"
"בית דגן קרינה","27/06/2023 17:50","353"
"בית דגן קרינה","27/06/2023 18:00","316"
"בית דגן קרינה","27/06/2023 18:10","279"
"בית דגן קרינה","27/06/2023 18:20","243"
"בית דגן קרינה","27/06/2023 18:30","210"
"בית דגן קרינה","27/06/2023 18:40","177"
"בית דגן קרינה","27/06/2023 18:50","143"
"בית דגן קרינה","27/06/2023 19:00","106"
"בית דגן קרינה","27/06/2023 19:10","78"
"בית דגן קרינה","27/06/2023 19:20","39"
"בית דגן קרינה","27/06/2023 19:30","23"
"בית דגן קרינה","27/06/2023 19:40","13"
"בית דגן קרינה","27/06/2023 19:50","0"
"בית דגן קרינה","27/06/2023 20:00","0"
"בית דגן קרינה","27/06/2023 20:10","0"
"בית דגן קרינה","27/06/2023 20:20","0"
"בית דגן קרינה","27/06/2023 20:30","0"
"בית דגן קרינה","27/06/2023 20:40","0"
"בית דגן קרינה","27/06/2023 20:50","0"
"בית דגן קרינה","27/06/2023 21:00","0"
"בית דגן קרינה","27/06/2023 21:10","0"
"בית דגן קרינה","27/06/2023 21:20","0"
"בית דגן קרינה","27/06/2023 21:30","0"
"בית דגן קרינה","27/06/2023 21:40","0"
"בית דגן קרינה","27/06/2023 21:50","0"
"בית דגן קרינה","27/06/2023 22:00","0"
"בית דגן קרינה","27/06/2023 22:10","0"
"בית דגן קרינה","27/06/2023 22:20","0"
"בית דגן קרינה","27/06/2023 22:30","0"
"בית דגן קרינה","27/06/2023 22:40","0"
"בית דגן קרינה","27/06/2023 22:50","0"
"בית דגן קרינה","27/06/2023 23:00","0"
"בית דגן קרינה","27/06/2023 23:10","0"
"בית דגן קרינה","27/06/2023 23:20","0"
"בית דגן קרינה","27/06/2023 23:30","0"
"בית דגן קרינה","27/06/2023 23:40","0"
"בית דגן קרינה","27/06/2023 23:50","0"
"בית דגן קרינה","28/06/2023 00:00","0"
"בית דגן קרינה","28/06/2023 00:10","0"
"בית דגן קרינה","28/06/2023 00:20","0"
"בית דגן קרינה","28/06/2023 00:30","0"
"בית דגן קרינה","28/06/2023 00:40","0"
"בית דגן קרינה","28/06/2023 00:50","0"
"בית דגן קרינה","28/06/2023 01:00","0"
"בית דגן קרינה","28/06/2023 01:10","0"
"בית דגן קרינה","28/06/2023 01:20","0"
"בית דגן קרינה","28/06/2023 01:30","0"
"בית דגן קרינה","28/06/2023 01:40","0"
"בית דגן קרינה","28/06/2023 01:50","0"
"בית דגן קרינה","28/06/2023 02:00","0"
"בית דגן קרינה","28/06/2023 02:10","0"
"בית דגן קרינה","28/06/2023 02:20","0"
"בית דגן קרינה","28/06/2023 02:30","0"
"בית דגן קרינה","28/06/2023 02:40","0"
"בית דגן קרינה","28/06/2023 02:50","0"
"בית דגן קרינה","28/06/2023 03:00","0"
"בית דגן קרינה","28/06/2023 03:10","0"
"בית דגן קרינה","28/06/2023 03:20","0"
"בית דגן קרינה","28/06/2023 03:30","0"
"בית דגן קרינה","28/06/2023 03:40","0"
"בית דגן קרינה","28/06/2023 03:50","0"
"בית דגן קרינה","28/06/2023 04:00","0"
"בית דגן קרינה","28/06/2023 04:10","0"
"בית דגן קרינה","28/06/2023 04:20","0"
"בית דגן קרינה","28/06/2023 04:30","0"
"בית דגן קרינה","28/06/2023 04:40","0"
"בית דגן קרינה","28/06/2023 04:50","0"
"בית דגן קרינה","28/06/2023 05:00","0"
"בית דגן קרינה","28/06/2023 05:10","0"
"בית דגן קרינה","28/06/2023 05:20","0"
"בית דגן קרינה","28/06/2023 05:30","0"
"בית דגן קרינה","28/06/2023 05:40","0"
"בית דגן קרינה","28/06/2023 05:50","9"
"בית דגן קרינה","28/06/2023 06:00","19"
"בית דגן קרינה","28/06/2023 06:10","31"
"בית דגן קרינה","28/06/2023 06:20","51"
"בית דגן קרינה","28/06/2023 06:30","101"
"בית דגן קרינה","28/06/2023 06:40","84"
"בית דגן קרינה","28/06/2023 06:50","125"
"בית דגן קרינה","28/06/2023 07:00","158"
"בית דגן קרינה","28/06/2023 07:10","178"
"בית דגן קרינה","28/06/2023 07:20","212"
"בית דגן קרינה","28/06/2023 07:30","263"
"בית דגן קרינה","28/06/2023 07:40","258"
"בית דגן קרינה","28/06/2023 07:50","339"
"בית דגן קרינה","28/06/2023 08:00","368"
"בית דגן קרינה","28/06/2023 08:10","421"
"בית דגן קרינה","28/06/2023 08:20","478"
"בית דגן קרינה","28/06/2023 08:30","468"
"בית דגן קרינה","28/06/2023 08:40","265"
"בית דגן קרינה","28/06/2023 08:50","459"
"בית דגן קרינה","28/06/2023 09:00","345"
"בית דגן קרינה","28/06/2023 09:10","728"
"בית דגן קרינה","28/06/2023 09:20","683"
"בית דגן קרינה","28/06/2023 09:30","739"
"בית דגן קרינה","28/06/2023 09:40","754"
"בית דגן קרינה","28/06/2023 09:50","752"
"בית דגן קרינה","28/06/2023 10:00","791"
"בית דגן קרינה","28/06/2023 10:10","811"
"בית דגן קרינה","28/06/2023 10:20","833"
"בית דגן קרינה","28/06/2023 10:30","845"
"בית דגן קרינה","28/06/2023 10:40","867"
"בית דגן קרינה","28/06/2023 10:50","896"
"בית דגן קרינה","28/06/2023 11:00","915"
"בית דגן קרינה","28/06/2023 11:10","937"
"בית דגן קרינה","28/06/2023 11:20","946"
"בית דגן קרינה","28/06/2023 11:30","960"
"בית דגן קרינה","28/06/2023 11:40","972"
"בית דגן קרינה","28/06/2023 11:50","985"
"בית דגן קרינה","28/06/2023 12:00","994"
"בית דגן קרינה","28/06/2023 12:10","1004"
"בית דגן קרינה","28/06/2023 12:20","1008"
"בית דגן קרינה","28/06/2023 12:30","1021"
"בית דגן קרינה","28/06/2023 12:40","1023"
"בית דגן קרינה","28/06/2023 12:50","1026"
"בית דגן קרינה","28/06/2023 13:00","1023"
"בית דגן קרינה","28/06/2023 13:10","1021"
"בית דגן קרינה","28/06/2023 13:20","1018"
"בית דגן קרינה","28/06/2023 13:30","1012"
"בית דגן קרינה","28/06/2023 13:40","1000"
"בית דגן קרינה","28/06/2023 13:50","994"
"בית דגן קרינה","28/06/2023 14:00","981"
"בית דגן קרינה","28/06/2023 14:10","971"
"בית דגן קרינה","28/06/2023 14:20","953"
"בית דגן קרינה","28/06/2023 14:30","935"
"בית דגן קרינה","28/06/2023 14:40","917"
"בית דגן קרינה","28/06/2023 14:50","899"
"בית דגן קרינה","28/06/2023 15:00","878"
"בית דגן קרינה","28/06/2023 15:10","858"
"בית דגן קרינה","28/06/2023 15:20","838"
"בית דגן קרינה","28/06/2023 15:30","813"
"בית דגן קרינה","28/06/2023 15:40","786"
"בית דגן קרינה","28/06/2023 15:50","759"
"בית דגן קרינה","28/06/2023 16:00","728"
"בית דגן קרינה","28/06/2023 16:10","697"
"בית דגן קרינה","28/06/2023 16:20","668"
"בית דגן קרינה","28/06/2023 16:30","636"
"בית דגן קרינה","28/06/2023 16:40","604"
"בית דגן קרינה","28/06/2023 16:50","571"
"בית דגן קרינה","28/06/2023 17:00","536"
"בית דגן קרינה","28/06/2023 17:10","504"
"בית דגן קרינה","28/06/2023 17:20","467"
"בית דגן קרינה","28/06/2023 17:30","438"
"בית דגן קרינה","28/06/2023 17:40","403"
"בית דגן קרינה","28/06/2023 17:50","367"
"בית דגן קרינה","28/06/2023 18:00","328"
"בית דגן קרינה","28/06/2023 18:10","294"
"בית דגן קרינה","28/06/2023 18:20","255"
"בית דגן קרינה","28/06/2023 18:30","220"
"בית דגן קרינה","28/06/2023 18:40","186"
"בית דגן קרינה","28/06/2023 18:50","143"
"בית דגן קרינה","28/06/2023 19:00","117"
"בית דגן קרינה","28/06/2023 19:10","82"
"בית דגן קרינה","28/06/2023 19:20","46"
"בית דגן קרינה","28/06/2023 19:30","20"
"בית דגן קרינה","28/06/2023 19:40","11"
"בית דגן קרינה","28/06/2023 19:50","0"
"בית דגן קרינה","28/06/2023 20:00","0"
"בית דגן קרינה","28/06/2023 20:10","0"
"בית דגן קרינה","28/06/2023 20:20","0"
"בית דגן קרינה","28/06/2023 20:30","0"
"בית דגן קרינה","28/06/2023 20:40","0"
"בית דגן קרינה","28/06/2023 20:50","0"
"בית דגן קרינה","28/06/2023 21:00","0"
"בית דגן קרינה","28/06/2023 21:10","0"
"בית דגן קרינה","28/06/2023 21:20","0"
"בית דגן קרינה","28/06/2023 21:30","0"
"בית דגן קרינה","28/06/2023 21:40","0"
"בית דגן קרינה","28/06/2023 21:50","0"
"בית דגן קרינה","28/06/2023 22:00","0"
"בית דגן קרינה","28/06/2023 22:10","0"
"בית דגן קרינה","28/06/2023 22:20","0"
"בית דגן קרינה","28/06/2023 22:30","0"
"בית דגן קרינה","28/06/2023 22:40","0"
"בית דגן קרינה","28/06/2023 22:50","0"
"בית דגן קרינה","28/06/2023 23:00","0"
"בית דגן קרינה","28/06/2023 23:10","0"
"בית דגן קרינה","28/06/2023 23:20","0"
"בית דגן קרינה","28/06/2023 23:30","0"
"בית דגן קרינה","28/06/2023 23:40","0"
"בית דגן קרינה","28/06/2023 23:50","0"
"בית דגן קרינה","29/06/2023 00:00","0"
"בית דגן קרינה","29/06/2023 00:10","0"
"בית דגן קרינה","29/06/2023 00:20","0"
"בית דגן קרינה","29/06/2023 00:30","0"
"בית דגן קרינה","29/06/2023 00:40","0"
"בית דגן קרינה","29/06/2023 00:50","0"
"בית דגן קרינה","29/06/2023 01:00","0"
"בית דגן קרינה","29/06/2023 01:10","0"
"בית דגן קרינה","29/06/2023 01:20","0"
"בית דגן קרינה","29/06/2023 01:30","0"
"בית דגן קרינה","29/06/2023 01:40","0"
"בית דגן קרינה","29/06/2023 01:50","0"
"בית דגן קרינה","29/06/2023 02:00","0"
"בית דגן קרינה","29/06/2023 02:10","0"
"בית דגן קרינה","29/06/2023 02:20","0"
"בית דגן קרינה","29/06/2023 02:30","0"
"בית דגן קרינה","29/06/2023 02:40","0"
"בית דגן קרינה","29/06/2023 02:50","0"
"בית דגן קרינה","29/06/2023 03:00","0"
"בית דגן קרינה","29/06/2023 03:10","0"
"בית דגן קרינה","29/06/2023 03:20","0"
"בית דגן קרינה","29/06/2023 03:30","0"
"בית דגן קרינה","29/06/2023 03:40","0"
"בית דגן קרינה","29/06/2023 03:50","0"
"בית דגן קרינה","29/06/2023 04:00","0"
"בית דגן קרינה","29/06/2023 04:10","0"
"בית דגן קרינה","29/06/2023 04:20","0"
"בית דגן קרינה","29/06/2023 04:30","0"
"בית דגן קרינה","29/06/2023 04:40","0"
"בית דגן קרינה","29/06/2023 04:50","0"
"בית דגן קרינה","29/06/2023 05:00","0"
"בית דגן קרינה","29/06/2023 05:10","0"
"בית דגן קרינה","29/06/2023 05:20","0"
"בית דגן קרינה","29/06/2023 05:30","0"
"בית דגן קרינה","29/06/2023 05:40","0"
"בית דגן קרינה","29/06/2023 05:50","5"
"בית דגן קרינה","29/06/2023 06:00","11"
"בית דגן קרינה","29/06/2023 06:10","24"
"בית דגן קרינה","29/06/2023 06:20","31"
